production_budget,worldwide_gross,title_year,aspect_ratio,duration,duration.1,cast_total_facebook_likes,budget,imdb_score,gross
60000000,66655938,2008,2.35,106,106,5329,60000000,6.1,17281832
60000000,14218868,2000,2.35,91,91,1262,65000000,4.8,14218868
60000000,14816379,2006,2.35,140,140,12634,60000000,6.6,13082288
60000000,22468620,2014,2.35,118,118,22447,60000000,6.2,22451
60000000,12069719,1998,2.35,114,114,2367,60000000,4.9,12065985
60000000,50648806,2008,1.85,90,90,1865,60000000,4.9,11802056
60000000,10597070,2005,2.35,132,132,12133,80000000,6.7,10166502
60000000,30396134,2015,2.35,107,107,42683,60000000,5.5,7605668
60000000,13075656,2007,2.35,156,156,26564,60000000,3.8,4535117
60000000,11427090,2003,2.35,127,127,12947,35000000,6.5,4426297
60000000,194058503,2016,2.35,119,119,1026,68005000,6,48319332.87
58000000,783770709,2016,2.35,108,108,18239,58000000,8.1,363024263
58000000,547326372,2014,2.35,133,133,16277,58800000,7.3,350123553
58000000,158162788,2015,2.35,103,103,5497,58000000,6.4,80021740
58000000,158162788,2015,2.35,103,103,5497,58000000,6.4,80021740
58000000,50365498,2012,2.35,125,125,4416,58000000,5.9,49875589
58000000,100687083,2005,1.85,95,95,2876,58000000,6.7,48291624
58000000,93672764,2013,2.35,125,125,5081,58000000,6.3,44665963
58000000,59431365,2000,1.85,90,90,6299,60000000,3.6,35231365
58000000,41348628,2008,1.85,114,114,589,58000000,6,31199215
58000000,80480566,2009,2.35,103,103,3150,58000000,4.7,29580087
57500000,295874190,2010,2.35,97,97,16098,60000000,5.9,60128566
57500000,58085235,2012,2.35,116,116,16484,70000000,5.6,36931089
57000000,153007424,1997,2.35,136,136,45271,57000000,7.5,60984028
57000000,149217355,2011,2.35,96,96,16121,57000000,4.3,51774002
57000000,104364680,1996,2.35,103,103,2710,57000000,6.4,51317350
57000000,38329114,2004,2.35,97,97,9814,58000000,6.3,28328132
57000000,62097495,2001,2.35,131,131,23325,57000000,5.9,25528495
56000000,195660942,2002.130733,16,22,22,4115,40455386.33,6.7,48319332.87
56000000,198006880,2005,2.35,95,95,16884,56000000,5.5,113006880
55000000,679857164,1994,2.35,142,142,15700,55000000,8.8,329691196
55000000,362605033,2007,1.85,92,92,2847,60000000,5.2,217326336
55000000,366784257,2005,2.35,118,118,13426,70000000,6.6,177575142
55000000,307325633,2006,2.35,117,117,11036,55000000,8,162586036
55000000,347100000,1995,1.78,84,84,26754,55000000,6.6,141600000
55000000,300200000,1978,2.35,188,188,12940,55000000,7.3,134218018
55000000,273814019,1996,1.85,95,95,3155,54000000,5.6,128769345
55000000,220648184,2013,2.35,134,134,16281,55000000,7.9,107100855
55000000,174463257,1997,1.85,92,92,4518,55000000,5.4,105263257
55000000,126425115,2003,2.35,74,74,5713,55000000,6.3,104354205
55000000,192165283,2014,2.35,132,132,37605,55000000,7.2,101530738
55000000,282300000,1995,1.85,100,100,2638,50000000,6,100328194
55000000,152269033,2010,2.35,101,101,39822,55000000,6.3,98711404
55000000,163838217,2002,2.35,105,105,7184,55000000,5.1,93815117
55000000,159387195,1995,2.35,123,123,30132,53000000,7.3,91400000
55000000,214392904,2005,2.35,98,98,2287,55000000,6.2,89706988
55000000,212200000,1994,2.35,128,128,3888,55000000,6,83000000
55000000,198750909,1998,2.35,114,114,13905,55000000,6.7,78745923
55000000,259541430,2014,2.35,95,95,3697,55000000,7.2,76137505
55000000,176469428,2003,2.35,111,111,3983,30000000,8.1,70098138
55000000,189624452,2011,1.85,94,94,2820,55000000,6,68218041
55000000,98699769,1999,1.37,85,85,22458,55000000,6.4,66365290
55000000,153535982,2004,2.35,137,137,1959,30000000,8,66207920
55000000,63408614,1989,2.35,97,97,14432,55000000,6.3,63408614
55000000,149022650,1992,1.85,104,104,25599,55000000,6.4,58422650
55000000,71189835,2000,2.35,110,110,939,55000000,6.6,56932305
55000000,122079192,1996,2.35,133,133,2916,55000000,6.4,68750000
55000000,110387072,2013,1.85,91,91,3104,55000000,5.9,55747724
55000000,158500000,1992,2.35,145,145,1543,50000000,6.4,55473600
55000000,129075270,2008,2.35,104,104,7247,55000000,6.6,25040293
55000000,154605868,2004,2.35,143,143,20660,70000000,7.4,51225796
55000000,79312301,2014,1.85,119,119,6089,50000000,6.4,51178893
55000000,151947179,1996,2.35,135,135,164,55000000,6.3,49994804
55000000,70692101,1998,2.35,122,122,24270,55000000,7.3,41609593
55000000,90552675,2010,2.35,119,119,4315,55000000,6.4,39440655
55000000,38564422,1996,2.35,110,110,1752,55000000,6.8,38553833
55000000,113805580,2008,2.35,141,141,12840,55000000,7.8,35707327
55000000,67353000,2012,2.35,102,102,2488,68000000,5.7,34350553
55000000,67353000,2012,2.35,102,102,2486,68000000,5.7,34350553
55000000,45016494,2003,1.85,94,94,2248,55000000,6,34238611
55000000,34105207,1999,2.35,126,126,13406,55000000,6.5,34098563
55000000,63537164,2003,2.35,118,118,14036,55000000,5.8,33828318
55000000,43980363,2008,2.35,99,99,10026,55000000,5.8,33472850
55000000,47953341,2005,2.35,93,93,10185,62000000,5.5,25857987
55000000,60209334,1996,1.85,107,107,31014,50000000,5.6,20550712
55000000,18582965,1996,2.35,116,116,24618,55000000,5.8,18573791
55000000,74870866,2007,1.85,114,114,16899,55000000,6.9,16264475
55000000,16123323,2009,2.35,107,107,3742,55000000,5.6,16088610
55000000,12923936,2003,2.35,280,280,1671,56000000,6.3,12870569
55000000,11532774,1997,2.35,100,100,3952,71000000,4.7,11466088
55000000,22597969,2012,1.85,92,92,25418,55000000,5.7,9483821
55000000,9521458,2006,1.85,128,128,27614,55000000,6.2,7221458
55000000,28231444,2004,1.85,95,95,2260,57000000,4.2,6768055
55000000,69759296,2004,2.35,133,133,405,47000000,7.7,6167817
55000000,1807990,2002,2.35,96,96,15803,55000000,5.3,48319332.87
54000000,108185706,1980,2.35,116,116,2908,54000000,6.8,108200000
54000000,130402010,2006,1.85,110,110,847,54000000,5.6,75604320
54000000,166617328,2008,2.35,123,123,14727,55000000,7.7,69951824
54000000,66520529,1990,1.85,170,170,16949,54000000,7.6,66676062
54000000,50719373,2005,1.85,123,123,12700,57000000,6.4,26838389
54000000,7126002,2003,2.35,121,121,286,54000000,2.4,5660084
53012938,107190108,2000,2.35,99,99,26527,46000000,5.9,70327868
53000000,109848461,2005,2.35,107,107,2297,50000000,5.1,80270227
53000000,131159781,2009,2.35,118,118,22517,50000000,7.4,73343413
53000000,139801410,1997,2.35,94,94,6017,50000000,7.1,58297830
53000000,179213196,2001,2.35,127,127,2601,52500000,7.6,57386369
53000000,54207112,2001,2.35,89,89,13390,53000000,5.5,45207112
53000000,63657941,2006,2.35,135,135,24468,90000000,7.1,33574332
53000000,50187789,2007,2.35,189,189,22186,53000000,7.6,25031037
53000000,22852487,1998,1.85,172,172,2397,55000000,5.9,22843047
52500000,134612435,2012,1.85,157,157,2759,40000000,7.4,95720716
52000000,355612291,2002,1.85,141,141,48153,52000000,8,164435221
52000000,602500560,2008,2.35,108,108,26002,52000000,6.3,143704210
52000000,205727307,2006,1.85,106,106,8315,52000000,5.8,118683135
52000000,217569328,2010,1.85,125,125,45696,52000000,5.7,110476776
52000000,110400000,1995,2.35,178,178,24183,52000000,8.2,42438300
52000000,75835124,2011,2.35,118,118,28045,52000000,6.4,37035845
52000000,97709034,1998,2.35,215,215,1937,52000000,7.6,36385763
52000000,53139168,2010,2.35,92,92,488,52000000,6.5,23324666
52000000,23010607,2003,2.35,104,104,2422,52000000,5.5,23020488
51000000,149270999,2000,1.85,116,116,1711,51000000,6.5,90567722
51000000,46815807,2006,1.85,93,93,5468,40455386.33,4.9,35092918
50200000,126931325,2011,1.85,106,106,14607,50200000,7.1,62453315
50000000,687557727,2009,2.35,130,130,64040,50000000,4.6,296623634
50000000,491812794,2001,1.85,90,90,275,60000000,7.9,267652016
50000000,556016627,2012,1.85,112,112,21773,50000000,7,218628680
50000000,331333876,2014,2.35,112,112,19428,50000000,7.1,191616238
50000000,390500000,1991,1.85,155,155,38518,48000000,6.9,165500000
50000000,274000000,1996,1.85,139,139,12182,50000000,7.3,153620822
50000000,238757137,2015,1.85,96,96,10886,50000000,6.1,150315155
50000000,314111923,1997,1.85,139,139,1474,50000000,7.7,147637474
50000000,202173000,1998,2.35,115,115,74382,50000000,6.7,135014968
50000000,203502372,2014,2.39,125,125,62837,50000000,6,127997349
50000000,172185754,2013,2.35,143,143,28176,50000000,6.3,2175312
50000000,257972745,2011,2.35,112,112,3388,50000000,7.1,126975169
50000000,171269535,2002,1.85,96,96,26826,50000000,5.8,126203320
50000000,206175032,2016,2.35,107,107,14569,50000000,6.6,126088877
50000000,257805243,2000,1.85,131,131,10003,52000000,7.3,125548685
50000000,178890782,2003,1.85,116,116,14087,50000000,6.4,105807520
50000000,223564608,1994,1.85,123,123,25697,60000000,7.6,105264608
50000000,225990976,2008,2.35,104,104,29505,70000000,6.8,97680195
50000000,212742160,2014,2.35,106,106,16967,50000000,7,91439400
50000000,159745279,1998,2.35,124,124,9988,50000000,6.7,91030827
50000000,128402901,2006,2.35,95,95,37967,50000000,5.6,88658172
50000000,185798265,2006,2.35,129,129,19148,45000000,7.6,88504640
50000000,147142328,2011,2.39,118,118,57426,50000000,7.4,84244877
50000000,161626121,1999,2.35,90,90,3148,50000000,7.1,81517441
50000000,186450317,2009,2.35,121,121,13421,50000000,6.2,79948113
50000000,161941727,2005,1.85,128,128,10163,40455386.33,5.4,75888270
50000000,118729073,2011,1.85,124,124,36873,40455386.33,7.1,75621915
50000000,111300835,2011,1.85,133,133,53094,50000000,7.6,75605492
50000000,208094550,2004,1.85,80,80,13430,35000000,5,75367693
50000000,96469187,2004,2.35,99,99,6729,60000000,5.2,73701902
50000000,130214162,2005,2.35,132,132,22417,54000000,8.2,70496802
50000000,67823573,1995,1.85,127,127,30383,50000000,6.6,67823573
50000000,105103783,2009,2.35,98,98,14007,65000000,5.7,67128202
50000000,144110682,2005,1.85,101,101,2177,50000000,4.7,66002004
50000000,88316835,2003,2.35,114,114,428,50000000,6.2,60470220
50000000,71052604,2006,1.85,78,78,11124,50000000,6.6,58336565
50000000,236799211,2012,1.85,113,113,8398,50000000,6.7,56724080
50000000,214949716,2013,2.35,98,98,11946,50000000,6.1,55682070
50000000,146195159,2011,1.85,109,109,15608,60000000,6.1,55092830
50000000,104488383,2001,2.35,113,113,3341,50000000,6.3,54997476
50000000,119114494,2002,1.85,124,124,2583,50000000,6.7,52752475
50000000,125168734,2004,2.35,98,98,16791,45000000,6.2,50740078
50000000,97651543,2014,2.35,95,95,19513,50000000,7.3,50150619
50000000,50068310,1997,2.35,121,121,19139,50000000,6.7,50007168
50000000,82751189,2006,2.35,105,105,101383,50000000,5.8,48745150
50000000,80369970,1997,2.35,129,129,1397,50000000,7.8,48265581
50000000,48169156,1997,2.35,125,125,15569,50000000,5.8,48154732
50000000,156602194,2014,1.85,89,89,1367,50000000,5.8,47553512
50000000,76119388,2014,2.35,141,141,30183,50000000,7.4,47105085
50000000,94704227,2006,2.35,132,132,1933,50000000,6.6,46982632
50000000,50054511,2000,1.85,118,118,24024,50000000,6.5,44737059
50000000,49105766,1998,2.35,140,140,20152,50000000,7.3,44484065
50000000,119180938,1994,1.85,104,104,1093,55000000,5.5,42610000
50000000,41476097,1990,1.85,106,106,19610,50000000,6.3,41482207
50000000,62967368,1997,2.35,124,124,1289,50000000,5.9,41256277
50000000,55489826,2003,2.35,114,114,19739,50000000,6.5,40905277
50000000,263894551,2004,2.35,108,108,15634,40000000,5.9,40203020
50000000,39778599,2000,2.35,119,119,29461,50000000,6.6,39778599
50000000,69425966,2005,1.85,93,93,14899,50000000,3.5,39177541
50000000,38590458,1994,2.35,101,101,1860,50000000,4.4,38590500
50000000,62209892,2009,2.35,99,99,701,40000000,6.4,38105077
50000000,43340302,2004,1.85,119,119,2052,50000000,6,37486138
50000000,46112640,1999,2.35,137,137,25469,50000000,6.5,35168395
50000000,84023611,2010,2.35,87,87,20061,50000000,4.2,33643461
50000000,113309743,1996,1.85,117,117,3016,40000000,4.3,32800000
50000000,105246941,2010,2.35,129,129,14344,50000000,6.5,32741596
50000000,56643267,2002,1.85,115,115,34606,50000000,6.1,31874869
50000000,56643267,2002,1.85,115,115,34605,50000000,6.1,31874869
50000000,83306268,1995,1.85,132,132,58528,50000000,6.3,30306268
50000000,55348693,2016,2.35,102,102,24107,50000000,4.8,28837115
50000000,80583311,2007,2.35,131,131,1344,50000000,6.2,27667947
50000000,27100030,1999,1.85,95,95,14706,50000000,5.9,27067160
50000000,64477051,2013,2.35,125,125,1300,40000000,5.9,26616999
50000000,64477051,2006,1.85,110,110,1173,12215500000,7,2201412
50000000,42598498,2003,2.35,98,98,3357,50000000,6.5,26536120
50000000,66961644,2015,2.35,114,114,16992,50000000,6.6,26442251
50000000,26199517,2002,2.35,110,110,18635,50000000,6.4,26199517
50000000,53850527,2009,2.35,118,118,7654,50000000,6.5,25450527
50000000,25426861,1996,2.35,101,101,15935,50000000,5.7,25407250
50000000,34806726,2004,2.35,119,119,15757,50000000,7.3,24006726
50000000,26121638,2011,2.35,102,102,45202,49900000,5.6,21557240
50000000,41642166,2011,2.35,84,84,8018,55000000,6,21283440
50000000,20886891,2016,1.85,139,139,12786,50000000,6.7,20389967
50000000,42002029,2009,1.85,95,95,29926,50000000,5.8,20488579
50000000,28920188,2003,2.35,130,130,32637,50000000,7.5,19593740
50000000,60282876,2013,2.35,124,124,3580,60000000,6.2,19445217
50000000,41982227,2005,2.35,110,110,25049,50000000,5.8,18472363
50000000,56077088,2007,1.85,96,96,17211,25000000,7.7,17114882
50000000,16581575,1994,1.85,99,99,2949,50000000,5.9,16671505
50000000,14271297,1999,2.35,158,158,144,390000000,6.4,14131298
50000000,26097497,2010,2.35,108,108,10191,22000000,6.8,9528092
50000000,41042583,2011,1.85,104,104,16481,50000000,5.5,10706786
50000000,10561038,1997,2.35,115,115,2606,50000000,6.2,10556196
50000000,10359006,1995,2.35,135,135,15820,50000000,5.1,10400000
50000000,22969202,2005,2.35,127,127,5702,50000000,6,10137232
50000000,9812870,1995,1.85,107,107,5461,50000000,5.1,9795017
50000000,12335036,2009,2.35,96,96,1385,18000000,3.7,8742261
50000000,8374062,2002,1.85,109,109,52885,55000000,6.4,8355815
50000000,6626115,2004,2.35,88,88,11972,50000000,4.9,6471394
50000000,6291602,2000,1.85,87,87,3954,50000000,5.6,6291602
50000000,3434330,2015,2.35,137,137,27666,50000000,6.4,1206135
49000000,43905746,2001,2.35,85,85,32831,49000000,5.9,43905746
49000000,105002056,2015,2.35,120,120,23051,49000000,6.9,31569268
49000000,20423389,1990,2.35,104,104,2795,40000000,6.3,21413502
49000000,71004627,2012,2.35,129,129,2035,40455386.33,6.6,12802907
48000000,474171806,1989,2.35,127,127,12884,48000000,8.3,197171806
48000000,208300000,2000,1.85,190,190,1418,48000000,7.6,124107476
48000000,196308367,2002,2.35,112,112,18141,48000000,6.8,95308367
48000000,327656424,2014,2.35,115,115,16967,48000000,6,89253340
48000000,124304264,1999,2.35,113,113,4660,48000000,6.8,69304264
48000000,151463090,1999,2.35,118,118,29748,48000000,6.7,66488090
48000000,107752036,1999,2.35,114,114,3743,48000000,7.1,60652036
48000000,112610386,2006,1.78,89,89,2353,1500000,4.6,48319332.87
48000000,86607223,2001,2.35,112,112,1823,48000000,6.4,56607223
48000000,71171825,2007,2.35,122,122,33548,55000000,7.8,53574088
48000000,50315140,2001,2.35,120,120,33615,48000000,7.4,50173190
48000000,70937778,2001,1.85,123,123,22209,48000000,6.4,47095453
48000000,90376224,2000,2.35,93,93,5390,48000000,6,37879996
48000000,77562568,1998,1.85,123,123,3768,48000000,7,37339525
48000000,25928721,1984,1.85,123,123,18793,58000000,6.5,25900000
47500000,14968379,2016,2.35,127,127,2104,25000000,7.3,14946229
47000000,162738726,1990,1.85,105,105,2096,100000000,6.1,103738726
47000000,102825796,1996,2.35,96,96,3718,47000000,6,60154431
47000000,116773317,1998,2.126976154,110,110,371,40455386.33,7.8,528972
47000000,29781453,2001,1.85,132,132,4796,48000000,6.4,29781453
47000000,37923818,2006,1.85,75,75,6863,47000000,4.5,15519841
47000000,14970038,1972,2.35,115,115,95,1000000,8.1,48319332.87
47000000,11022696,2010,2.35,81,81,14619,47000000,4.7,10539414
47000000,12900000,1996,1.85,108,108,8349,47000000,5.8,5600000
46000000,298923419,1997,2.35,105,105,12344,46000000,6.3,126805112
46000000,160648493,2001,2.35,102,102,9176,48000000,5.7,93607673
46000000,150000000,1996,2.35,111,111,6315,45000000,7.6,92001027
46000000,113622499,2002,2.35,118,118,15658,46000000,7.2,67263182
46000000,100833145,1996,1.85,116,116,33233,46000000,6.6,58918501
46000000,4408636,1981,2.35,140,140,2704,48000000,2.7,48319332.87
45000000,302710615,1997,1.85,86,86,2070,45000000,6.8,181395380
45000000,363095319,1998,2.35,95,95,24205,120000000,7.2,162792677
45000000,377807404,2012,2.35,98,98,16410,45000000,6.3,139852971
45000000,358500000,1994,1.33,91,91,3244,45000000,4.8,130512915
45000000,155200000,2003,1.85,84,84,3629,48000000,5.5,110000082
45000000,213420951,2000,1.85,109,109,1574,45000000,6.2,106807667
45000000,243180937,2008,1.85,93,93,17925,45000000,5.8,101702060
45000000,187995859,1993,2.35,141,141,30063,45000000,6.5,100768056
45000000,122071435,2004,1.85,113,113,15362,40000000,5.7,95149435
45000000,174810815,2007,1.85,97,97,14868,45000000,7.4,93452056
45000000,117615211,1994,2.35,119,119,4043,45000000,6.7,92115211
45000000,160971922,2011,1.85,103,103,1336,45000000,7.1,88625922
45000000,178100000,1992,2.35,117,117,12757,45000000,6.9,83287363
45000000,155931301,2005,2.35,101,101,6292,60000000,5.5,82931301
45000000,104505362,2001,2.35,122,122,22370,45000000,7.7,76261036
45000000,90523726,1999,2.35,102,102,26998,45000000,7.3,71423726
45000000,141189101,2001,1.85,83,83,1645,45000000,5.2,71277420
45000000,76665507,2005,2.35,136,136,20299,30000000,7.2,67253092
45000000,135808837,2010,2.35,110,110,21554,40000000,5.5,67061228
45000000,66790248,2002,2.35,91,91,758,45000000,6.5,66790248
45000000,136998907,1997,2.35,89,89,3717,45000000,4.6,65557989
45000000,113417762,2006,2.35,102,102,2998,50000000,6.8,62318875
45000000,113916474,2000,2.35,107,107,3106,45000000,5.6,60786269
45000000,247967903,2003,2.35,129,129,28886,45000000,7.7,59365105
45000000,57362581,1994,1.85,110,110,13331,45000000,5.4,57362581
45000000,75854588,1996,2.35,135,135,3648,45000000,6.3,53854588
45000000,72359917,1968,1.85,111,111,7493,2500000,7.2,48319332.87
45000000,55842724,2005,2.35,95,95,27351,45000000,5.6,52580895
45000000,102746214,2005,2.35,109,109,14073,50000000,6.8,51019112
45000000,146162920,2007,2.35,94,94,16225,45000000,6.3,50648679
45000000,48563556,2004,2.35,93,93,4604,26000000,4.3,48114556
45000000,80594860,2012,2.35,141,141,1948,45000000,6.5,47307550
45000000,94215000,1994,2.35,111,111,12161,45000000,6.3,46815748
45000000,127990741,2014,1.85,117,117,49743,40000000,6.5,46280507
45000000,43343247,2006,2.35,112,112,3757,45000000,6.4,38360195
45000000,65595141,2006,2.35,102,102,15053,52000000,6.6,36883539
45000000,35627222,1995,1.85,96,96,2965,45000000,5.9,35617599
45000000,61475984,2004,2.35,94,94,1102,25000000,6.5,32003620
45000000,49610898,2006,1.85,88,88,33822,50000000,5.9,28133159
45000000,163126676,2003,1.85,87,87,1461,35000000,6.1,27972410
45000000,27447471,1984,2.35,177,177,2449,40000000,6.6,27400000
45000000,59551283,2009,1.85,86,86,3423,45000000,5.4,25200412
45000000,29367143,2007,2.35,133,133,5405,45000000,7.4,24343673
45000000,29367143,2007,2.35,133,133,5405,45000000,7.4,24343673
45000000,79564960,2008,2.35,119,119,53895,35000000,7.3,22877808
45000000,70216497,2008,2.35,101,101,15990,70000000,5.6,22531698
45000000,36404841,1996,1.85,91,91,3855,45000000,5.3,20400913
45000000,20133326,1996,2.35,117,117,2348,45000000,6,20101861
45000000,29406132,2001,2.35,124,124,793,45000000,6.8,19719930
45000000,65532491,2010,2.35,128,128,2507,45000000,7.2,15523168
45000000,18120267,2000,2.35,220,220,15006,57000000,5.8,15527125
45000000,46598133,2008,1.85,99,99,12166,40000000,5.4,15279680
45000000,34668249,1995,2.35,212,212,21130,50000000,7.1,13560960
45000000,41467606,2012,2.35,95,95,578,35000000,7.1,13401683
45000000,41467606,2012,2.35,95,95,578,35000000,7.1,13401683
45000000,11203026,1998,2.35,106,106,6558,45000000,6,11146409
45000000,164539660,2011,2.35,101,101,661,45000000,6.3,8129455
45000000,9110458,2008,2.35,160,160,26982,45000000,6,7916887
45000000,8488871,2002,1.85,74,74,13917,40000000,6.5,7262288
45000000,31077418,2007,2.35,139,139,538,45000000,6.4,4584886
45000000,31681811,1940,1.37,88,88,1178,2600000,7.5,84300000
45000000,2154540,1997,2.35,103,103,2457,45000000,4.9,2154540
45000000,73706,2012,2.126976154,91,91,3090,65000000,1.7,48319332.87
44500000,227140757,2012,2.35,130,130,3133,44500000,7.7,136019448
44000000,353715317,1993,1.85,130,130,13357,44000000,7.8,183875760
44000000,300400000,1985,2.35,96,96,15662,44000000,6.4,150415432
44000000,165600852,1996,2.35,147,147,37076,44000000,7.5,53300852
44000000,48478084,2010,2.35,99,99,1066,44000000,6.5,31136950
44000000,22730924,1996,2.35,118,118,26907,44000000,5.6,44834712
44000000,12342632,2014,2.35,112,112,12239,44000000,6.6,6105175
44000000,3484523,1980,2.35,325,325,14255,44000000,6.8,1500000
43000000,229727774,2013,2.35,123,123,4825,43000000,6.6,159578352
43000000,80013623,2000,2.35,136,136,1801,43000000,7.3,51768623
43000000,62063972,2000,1.37,103,103,23864,43000000,6,37035515
43000000,63078756,2002,1.85,90,90,132,43000000,5.1,24430272
42500000,76347393,2011,2.35,93,93,27834,40000000,6.6,29113588
42000000,270340892,1993,1.85,154,154,14244,42000000,6.8,158348400
42000000,202812429,2012,2.35,109,109,19968,42000000,7.2,138447667
42000000,363728226,1999,2.35,124,124,9255,42000000,7,116006080
42000000,227793915,2000,1.85,84,84,1817,45000000,7,106793915
42000000,173044410,2004,1.85,90,90,24534,42000000,5.9,87856565
42000000,131052444,1992,1.85,117,117,3841,40000000,5.4,70100000
42000000,130788243,2009,1.85,81,81,2134,42000000,5.8,59992760
42000000,71000000,1963,2.2,251,251,2957,31115000,7,57750000
42000000,73239258,2012,1.85,105,105,6727,42000000,6.5,45290318
42000000,63781100,2002,2.35,115,115,15571,42000000,6.3,41543207
42000000,41267469,1996,1.85,122,122,13716,42000000,6.5,41252428
42000000,91678442,2011,2.35,100,100,15369,42000000,5.4,37652565
42000000,56438555,2002,2.35,119,119,1651,32000000,6.5,35228696
42000000,156167015,1989,2.35,133,133,2371,32000000,6.6,34667015
42000000,56331864,2001,2.35,120,120,33585,42000000,6.1,24375436
42000000,60437727,2005,2.35,122,122,12076,50000000,7.6,24127895
42000000,20844907,1993,1.85,104,104,7723,42000000,4,20915465
42000000,45688337,2012,2.35,102,102,362,42000000,6.6,18600911
42000000,8514325,2010,2.35,100,100,2056,45000000,6.3,5664251
42000000,4408420,2002.130733,4,30,30,1610,40455386.33,7.5,48319332.87
42000000,11756922,2009,2.35,105,105,1342,27000000,7.2,1260917
41000000,245769202,2002,2.35,110,110,1954,41000000,7,116724075
41000000,100622586,2001,2.35,144,144,18761,65000000,6.9,56083966
41000000,22108977,2003,2.35,108,108,1134,41000000,5.2,22108977
41000000,7684524,2011,2.35,100,100,2085,41000000,6.2,7204138
40000000,672806292,1999,1.85,107,107,17540,40000000,8.1,293501675
40000000,570978470,2015,2.35,129,129,4585,40000000,4.1,166147885
40000000,314709717,2009,2.35,108,108,18656,40000000,6.7,163947053
40000000,257878294,2013,2.35,138,138,83012,40000000,7.3,150117807
40000000,189714544,2003,1.85,94,94,7014,40000000,5.8,138614544
40000000,457507776,2014,2.35,89,89,32325,40000000,6.4,126546825
40000000,149804632,2013,2.35,121,121,1261,40000000,7.6,125069696
40000000,332000000,1989,1.85,108,108,3660,40000000,7.8,118500000
40000000,177835231,1999,2.35,105,105,2129,70000000,6.4,116735231
40000000,167851995,2003,1.85,84,84,22935,38000000,4.1,111760631
40000000,152266007,1996,2.35,149,149,31349,40000000,7.4,108706165
40000000,132440066,1992,2.35,128,128,16751,40000000,7.2,107458785
40000000,97470701,2013,2.35,128,128,16911,40000000,7.5,95001343
40000000,126646119,2009,1.85,123,123,13321,40000000,7,94125426
40000000,181053657,2009,2.35,129,129,318,40000000,6.4,93952276
40000000,124246152,2016,2.35,102,102,5178,40000000,5.9,90835030
40000000,178710620,2006,1.85,89,89,5855,45000000,5.1,90703745
40000000,106511453,2015,1.85,107,107,12556,40000000,6,90353764
40000000,161838076,2000,2.35,116,116,600,40000000,5.5,89138076
40000000,244088654,1990,1.37,118,118,3986,40000000,7.4,87666629
40000000,141208010,2014,1.85,109,109,16179,35000000,5.7,86208010
40000000,195111193,2014,2.35,109,109,2357,40000000,6,83906114
40000000,215862692,1992,1.85,155,155,42220,40000000,7.5,82522790
40000000,120612565,2006,2.35,120,120,24300,40000000,7.3,81593527
40000000,128792135,1999,1.85,139,139,36810,40000000,7.3,81292135
40000000,197232734,2015,1.85,121,121,36010,35000000,7.2,75274748
40000000,75505856,1992,2.35,117,117,2144,40000000,7.8,72455275
40000000,124823094,2004,1.85,178,178,5074,40000000,7.7,75305995
40000000,161513754,2015,2.35,142,142,16944,40000000,7.6,72306065
40000000,150886329,2008,2.35,90,90,6775,40000000,6.6,72266306
40000000,91729503,2009,1.85,105,105,28928,40000000,7.1,71347010
40000000,70836296,2001,1.85,114,114,2842,40000000,5.9,70836296
40000000,205400000,1991,2.35,206,206,698,40000000,8,70405498
40000000,137047376,2006,1.85,99,99,19334,40000000,4.6,70163652
40000000,145238250,2001,2.35,123,123,43917,34000000,6.1,66808615
40000000,187384627,2009,2.35,82,82,303717,40000000,5.2,66466372
40000000,139474906,2009,2.35,102,102,7009,20000000,6.4,64149837
40000000,91455875,2010,1.85,114,114,2091,40455386.33,6.4,60923325
40000000,141484812,2003,1.85,98,98,22318,40000000,5.8,59588068
40000000,58855732,2001,2.35,106,106,2544,40000000,6.4,59068786
40000000,87145086,2011,2.35,118,118,13943,40000000,7.3,57981889
40000000,118097882,2004,1.85,106,106,2325,50000000,6.1,57887882
40000000,74156610,2013,2.35,89,89,3361,40000000,5.9,57011847
40000000,71743823,1998,2.35,108,108,8610,40000000,6.1,53955614
40000000,87949859,1997,1.85,98,98,7039,40000000,5.2,54967359
40000000,105945357,2014,2.35,116,116,30571,42000000,6.3,54414716
40000000,75389090,2002,1.85,131,131,17152,35000000,7.7,54228104
40000000,104407366,2006,2.35,130,130,63986,40000000,8.5,53082743
40000000,114830111,2006,2.35,99,99,18693,40000000,6.8,52320979
40000000,127234389,2010,2.35,107,107,4243,40000000,6.4,52000688
40000000,55249159,2012,1.85,105,105,9069,25000000,6.6,51853450
40000000,191200000,1987,2.35,130,130,1233,30000000,6.7,51185897
40000000,121032272,2006,1.85,139,139,848,40000000,7.8,50859889
40000000,146300356,2007,1.85,95,95,2787,40455386.33,6.5,50562555
40000000,49851591,1986,2.35,116,116,2179,40000000,5.9,49851591
40000000,92111551,2004,2.35,96,96,41293,40000000,6.6,47781388
40000000,92256918,2005,2.35,104,104,1274,43000000,6.5,47806295
40000000,65282732,2014,2.35,134,134,2281,40000000,6.9,47034272
40000000,106548738,2008,2.35,101,101,4298,40000000,5.8,46012734
40000000,45916769,1997,2.35,135,135,16762,40000000,7.1,45856732
40000000,44948240,1992,2.35,106,106,519,40000000,6,45500797
40000000,58250151,1997,1.85,155,155,37570,36000000,7.2,44175394
